iter	MultiClass
163	0.01138250195
164	0.01118113411
165	0.01105890896
166	0.01095697541
167	0.01088550425
168	0.01070460684
169	0.01054148432
170	0.01040469079
171	0.01032911789
172	0.01023638989
173	0.01011199384
174	0.01000150292
175	0.009887375302
176	0.00973949442
177	0.009625478033
178	0.009498690384
179	0.009406078139
180	0.009264104365
181	0.009154185963
182	0.009052570193
183	0.008999217943
184	0.008877095132
185	0.008745825864
186	0.008628843625
187	0.008537125611
188	0.008486022827
189	0.0083804456
190	0.008335922176
191	0.008241270364
192	0.008156332413
193	0.008067806049
194	0.007978529654
195	0.007874119041
196	0.007779537763
197	0.007744445081
198	0.007668343816
199	0.007559633153
200	0.007493147353
201	0.00743632262
202	0.007373969906
203	0.00730861771
204	0.007215123944
205	0.007180573719
206	0.007086841444
207	0.007012835592
208	0.006941038613
209	0.006853973154
210	0.006786722178
211	0.006756611788
212	0.0067097499
213	0.00663789384
214	0.006573374953
215	0.006495858396
216	0.006450110875
217	0.006395582494
218	0.006336113893
219	0.006277226401
220	0.006245611501
221	0.006185607796
222	0.006144662278
223	0.006096184992
224	0.006059746633
225	0.005997206198
226	0.005958543667
227	0.005918221584
228	0.005865225539
229	0.00580140108
230	0.00574166455
231	0.005687831876
232	0.005659505809
233	0.005609482757
234	0.005560923783
235	0.00550947783
236	0.005447415279
237	0.005404731253
238	0.005359994354
239	0.00532117558
240	0.005271513852
241	0.005219695645
242	0.005173623294
243	0.005120312685
244	0.005090282209
245	0.005047427779
246	0.005018122343
247	0.004994936995
248	0.004952868422
249	0.004907784382
250	0.004872720903
251	0.004836436231
252	0.004797407788
253	0.004750792197
254	0.004721482318
255	0.004684348868
256	0.004667141409
257	0.004647357941
258	0.004626166224
259	0.004580534089
260	0.00454449177
261	0.004504906432
262	0.004469583587
263	0.004431107717
264	0.004416162715
265	0.004378698041
266	0.004350573655
267	0.0043208355
268	0.004286233155
269	0.004254969127
270	0.004226637463
271	0.004193706023
272	0.004173538966
273	0.004151749214
274	0.004123132393
275	0.004090008888
276	0.004061086027
277	0.004032084224
278	0.004002293024
279	0.003976536294
280	0.003960957912
281	0.003936186942
282	0.003908893729
283	0.003879018506
284	0.003868611716
285	0.003834098902
286	0.003807673204
287	0.003785465123
288	0.003771321113
289	0.003747879501
290	0.003721735896
291	0.003709453847
292	0.003686943384
293	0.00367403823
294	0.003653969969
295	0.003637751845
296	0.00361875772
297	0.003604283078
298	0.003587611676
299	0.003568125878
300	0.00355047209
301	0.003540848429
302	0.003517261054
303	0.003496449408
304	0.003483974165
305	0.003471749607
306	0.003455042537
307	0.003430977115
308	0.003420059431
309	0.00340386267
310	0.003383025005
311	0.003368090341
312	0.003344914167
313	0.003333928863
314	0.003321124714
315	0.003302441424
316	0.003286538189
317	0.003277270897
318	0.003247812765
319	0.003228682703
320	0.003204873642
321	0.003184354462
322	0.003161932039
323	0.003139210509
324	0.00312987619
325	0.003118011402
326	0.003109283248
327	0.00309863675
328	0.003080521034
329	0.003060802189
330	0.003048486434
331	0.003026700996
332	0.00300694951
333	0.002994650704
334	0.002981784943
335	0.002963891323
336	0.002950815667
337	0.002941584858
338	0.002932325621
339	0.002910462167
340	0.002893821678
341	0.002884484124
342	0.002874888064
343	0.002855706171
344	0.002842252746
345	0.002830380744
346	0.002813455467
347	0.002795094571
348	0.002780558433
349	0.002767458996
350	0.002755865765
351	0.002739724983
352	0.002728209006
353	0.002712398607
354	0.002700040281
355	0.002685425216
356	0.002680170795
357	0.002671430538
358	0.002658828205
359	0.00265047439
360	0.002638002131
361	0.00262333422
362	0.002616367568
363	0.002609813671
364	0.002598715628
365	0.00259058
366	0.002579539905
367	0.002566380598
368	0.002557793558
369	0.002543677895
370	0.002531883756
371	0.002526722428
372	0.00251215661
373	0.002504575007
374	0.002490348678
375	0.002482421075
376	0.002474536712
377	0.002465799092
378	0.002454459789
379	0.002443261925
380	0.002434675607
381	0.002427984371
382	0.002421960344
383	0.002410540065
384	0.002404161732
385	0.002398687001
386	0.002390240353
387	0.002384875653
388	0.002378553359
389	0.002363457603
390	0.002353758641
391	0.002347784471
392	0.002339005781
393	0.002334996716
394	0.002326556664
395	0.00231752964
396	0.002306720699
397	0.002300192374
398	0.002288684073
399	0.00228119793
400	0.002269892998
401	0.002262333988
402	0.002250872814
403	0.002242756551
404	0.002236860929
405	0.00222741275
406	0.002216892406
407	0.002209984382
408	0.002205978462
409	0.002196722238
410	0.002183455275
411	0.002177047853
412	0.00217272669
413	0.002164253374
414	0.002155592836
415	0.002150343423
416	0.002142690028
417	0.002132902131
418	0.002126234971
419	0.002117230731
420	0.002108035168
421	0.002104588102
422	0.002099877093
423	0.002094599198
424	0.002085581356
425	0.002079592828
426	0.002072241757
427	0.002057005654
428	0.002052818688
429	0.00204295824
430	0.00203380142
431	0.002030332311
432	0.002025197545
433	0.002019399859
434	0.002014372345
435	0.002010297901
436	0.002001815884
437	0.001993878428
438	0.001984850106
439	0.00198134813
440	0.001971667268
441	0.001966730968
442	0.001956936463
443	0.001953399731
444	0.001945551349
445	0.00193904614
446	0.001929463718
447	0.00192594077
448	0.001916819636
449	0.001912203963
450	0.001905637694
451	0.001898283517
452	0.001891228939
453	0.001884189228
454	0.001878121363
455	0.001870048014
456	0.001862038514
457	0.001855498604
458	0.001851848189
459	0.00184857601
460	0.001843009641
461	0.001835979695
462	0.001833021205
463	0.001829100764
464	0.001822320049
465	0.001811473235
466	0.001804054714
467	0.001798710482
468	0.001793713758
469	0.001788452704
470	0.001780376491
471	0.001774695759
472	0.001768770338
473	0.001764432403
474	0.001757320883
475	0.001751560941
476	0.001743161082
477	0.001740086645
478	0.00173536195
479	0.001731410879
480	0.001728479595
481	0.001722924636
482	0.0017205851
483	0.001716122038
484	0.001709410601
485	0.001704068698
486	0.001698162958
487	0.00169322848
488	0.001688715214
489	0.001684854871
490	0.001680629248
491	0.00167583247
492	0.001670276477
493	0.001665453507
494	0.001659051905
495	0.00165143324
496	0.001648061169
497	0.00164168121
498	0.001634665946
499	0.001631711156
500	0.001627297563
501	0.001623212041
502	0.001620144696
503	0.001616806404
504	0.001614876782
505	0.001607373688
506	0.001602537883
507	0.001598950275
508	0.001591815766
509	0.001586706507
510	0.001581598101
511	0.001579238406
512	0.001574665292
513	0.001570493898
514	0.00156737628
515	0.001564854974
516	0.001559861758
517	0.001554304174
518	0.001550701973
519	0.001545806994
520	0.001541204656
521	0.00153891376
522	0.001535496042
523	0.001531155188
524	0.001525703526
525	0.001520898358
526	0.001518480268
527	0.001515083884
528	0.001510647983
529	0.001504202425
530	0.001499805793
531	0.00149545355
532	0.001491353124
533	0.001484342812
534	0.001480169409
535	0.001477288073
536	0.001475235482
537	0.001473502901
538	0.001466761173
539	0.001461996476
540	0.001459374251
541	0.001455055567
542	0.001451103368
543	0.001448965444
544	0.001445745157
545	0.00144117556
546	0.001437545852
547	0.00143398506
548	0.001431989604
549	0.001427979167
550	0.001424714428
551	0.001421420781
552	0.001416219357
553	0.001412015036
554	0.001408161955
555	0.001404219979
556	0.00140224592
557	0.00139675711
558	0.001393025586
559	0.001389623434
560	0.001386978025
561	0.001383540426
562	0.001381122689
563	0.00137494039
564	0.001372244937
565	0.001368677774
566	0.001366105694
567	0.001361772314
568	0.001359112947
569	0.001355562088
570	0.001351562255
571	0.001347984882
572	0.001343983645
573	0.001340214785
574	0.001337156877
575	0.001334248646
576	0.001329439927
577	0.001325250658
578	0.001319152146
579	0.001316667004
580	0.001313530426
581	0.001310661159
582	0.001308982618
583	0.001306700256
584	0.001303977097
585	0.001302395336
586	0.001299820459
587	0.001297511631
588	0.001294588816
589	0.001291576002
590	0.00128846688
591	0.001286243952
592	0.001283911313
593	0.001280631527
594	0.001278232439
595	0.001276193321
596	0.001273887658
597	0.001271358658
598	0.001269118583
599	0.001266044049
